,experiment,distance_m,mean_rssi_dbm,estimated_distance_m,error_dist_m,rel_error_dist,max_error_m,min_error_m,std_rel_error,mean_rel_error
0,01_2,50.0,-53.07096774193548,61.008698961582276,11.008698961582276,0.22017397923164553,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
1,01_2,45.0,-51.318471337579616,50.28410659984307,5.284106599843071,0.1174245911076238,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
2,01_2,40.0,-48.601351351351354,37.261058716897004,-2.738941283102996,-0.0684735320775749,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
3,01_2,35.0,-47.87012987012987,34.3734258870451,-0.6265741129548985,-0.017902117512997102,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
4,01_2,30.0,-45.92,27.720004473111327,-2.2799955268886727,-0.07599985089628909,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
5,01_2,25.0,-47.24183006535948,32.071654276023104,7.071654276023104,0.28286617104092415,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
6,01_2,20.0,-39.21333333333333,13.227598974882854,-6.772401025117146,-0.3386200512558573,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
7,01_2,15.0,-38.46979865771812,12.185931448238694,-2.8140685517613058,-0.18760457011742038,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
8,01_2,10.0,-36.973333333333336,10.331514680291138,0.3315146802911375,0.03315146802911375,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
9,01_2,5.0,-32.18471337579618,6.091779279742683,1.091779279742683,0.21835585594853663,11.008698961582276,-6.772401025117146,0.1967339604430538,0.018337194349770505
